Description,Price,Old Price,Reviews
"Samsung GALAXY A15, 6.5'', 4GB RAM + 128GB ROM, DUAL SIM, 50MP,  5000mAh - Black + Smart watch & Power Bank","KSh 26,799","KSh 2,000",4.2 out of 5
"Tecno POP 9,128GB STORAGE & UPTO 6GB RAM,HEADPHONES 7 SMART WATCH,SPLY'","KSh 39,990","KSh 2,900",3 out of 5
"Tecno SPARK 20,6.6 HD+,90GHZ REFRESH RATE,50MP,UPTO 8GB RAM,128GB ROM,DUAL SPEAKERS+","KSh 26,999","KSh 3,500",5 out of 5
"Samsung  GALAXY A15, 6.5"" DISPLAY, 4GB RAM + 128 GB ROM- DUAL SIM 5000mAh, Blue + Powerbank + Watch","KSh 25,900","KSh 15,000",5 out of 5
Vivo Y18 6.5 INCHES 6GB RAM +128GB RAM 5000 MAH BATTERRY+SW P BANK,"KSh 7,000","KSh 55,000",5 out of 5
"Tecno SPARK 20,6.6 INCHES,DUAL,4G,UPTO 8GB RAM & 128GB ROM,WATCH,POWERBANK & BUDS","KSh 18,699","KSh 19,999",5 out of 5
"Itel A70,6.66 display upto 8GB RAM + 128GB ROM 8MP 5000mAh,+QUALITY GIFTS","KSh 12,499","KSh 3,490",4.7 out of 5
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  SP WW,"KSh 14,899","KSh 19,999",5 out of 5
"Infinix  Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired JHGV","KSh 16,499","KSh 35,000",5 out of 5
"Oppo Refurbished OPPO F7 6.2 ""FHD+ 6GB+128GB Silver","KSh 6,111","KSh 21,999",4 out of 5
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  SW I12 PB,"KSh 5,400","KSh 40,000",4 out of 5
"Infinix NOTE 30 Pro, 6.67"" FHD, 256GB + 8GB RAM, 108MP, 5000MAH, 4G LTE - Black + Free Gifts","KSh 19,699","KSh 17,599",3.5 out of 5
Realme NOTE 50 6.74 INCHES DISPLAY 4GB RAM+256 GB ROM DUAL SIM 5000 MAH+,"KSh 39,899","KSh 63,900",5 out of 5
"Vivo Y18, 6.8""Display 6GB RAM + 128GB Storage (Dual SIM), 5000mAh+FREE WATCH +EARPODS..AQUA","KSh 189,000","KSh 59,900",1 out of 5
"XIAOMI  Redmi Note 13 Pro, 6.67"", 512GB ROM + 12GB RAM, 200MP, (Dual SIM), 5100mAh +CP SP","KSh 43,899","KSh 4,000",3 out of 5
"Vivo Y03,90HZ,6.65"" INCHES,5000MAH (4GB RAM+64GB ROM)4G,13MP CAMERA,HEADPHONES & SMART WATCH","KSh 19,100","KSh 19,075",5 out of 5
"Samsung Galaxy A04e,  6.5"" Display, 3GB RAM + 32GB ROM, 13MP, Dual SIM, Black","KSh 13,999","KSh 3,900",5 out of 5
"Itel S23 PLUS,6.78"" CURVED SCREEN,4GB RAM/128GB ROM,5000MAH,FREE WATCH,BUDS","KSh 12,999","KSh 19,999",5 out of 5
"Nokia 8210, 2.8 Inches 0.3MP Dual SIM Cards 1450mAh-Grey","KSh 7,753","KSh 29,999",1 out of 5
Infinix Hot 50i (128+6) + Powerful Lamp Gift,"KSh 5,199","KSh 1,800",4 out of 5
"XIAOMI Redmi A3, 6.71"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Green","KSh 28,999","KSh 22,999",3.9 out of 5
"VILLAON V101 177"" Kabambe, Wireless FM, Camera, Bright Touch, Facebook, 1000mAh (Dual Sim)- Blue","KSh 6,499","KSh 19,999",3.9 out of 5
"Bontel 2720 1.77”Flip Phone, 1000mAh,buds & Watch","KSh 2,249","KSh 18,999",5 out of 5
"Tecno T 528 ,,16MB + 8 MB ,,2500 MAh,,FM,,,(Dual SIM) - Black","KSh 69,990","KSh 3,900",4 out of 5
"Samsung Galaxy AO5, 6.7'' 4GB RAM + 128GB ROM  (Dual Sim) 50MP Camera, 5000mAh  Color  15W Charging 4G LTE Qualcom Snapdragon","KSh 61,999","KSh 39,999",4.5 out of 5
"Samsung Galaxy S21 Plus 5G, 6.7"" Dynamic AMOLED, 256GB Storage, Single Sim, Violet","KSh 16,700","KSh 2,900",2 out of 5
"Infinix Smart 8 6.6"" HD, 4GB RAM EXPANDABLE TO 8GB + 128GB ROM, Android 13 (Dual sim) 5000mAh - Gold","KSh 10,380","KSh 50,000",4.4 out of 5
Apple Nillikin IPhone 14 Pro Max CamShield Pro Case With Slide Camera Protection Back Cover,"KSh 115,000","KSh 10,000",3.8 out of 5
"Tecno Spark 30c, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh +WE-GIFTS","KSh 16,549","KSh 2,000",4.2 out of 5
"Tecno SPARK 20 PRO,6.78"" IPS LCD,8GB RAM UPTO  16GB RAM,256GB ROM,BUDS,DISK,WATCH,OTG & RING","KSh 12,699","KSh 21,000",3 out of 5
"Samsung  Galaxy A05s, 6.7"", 128GB ROM + 4GB RAM-(Dual SIM), 5000mAh, Black","KSh 2,080","KSh 19,999",5 out of 5
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh+SW F9","KSh 32,269","KSh 1,699",5 out of 5
"Samsung Galaxy A05, 6.7"", 64GB + 4GB RAM (Dual SIM), 5000mAh, Silver","KSh 10,499","KSh 21,999",5 out of 5
"Apple Iphone 14 Pro Max,128GB + 6GB RAM (Single SIM),Space Black","KSh 9,980","KSh 22,999",5 out of 5
"Samsung Galaxy S21 5G 6.2"" 128GB 8GB Smartphones - Phantom Gray","KSh 11,988","KSh 33,999",4.7 out of 5
Samsung Galaxy S10+  8GB + 128GB S10 Plus Mobile Phones - Black,"KSh 6,111","KSh 13,999",5 out of 5
"Oking BUTTON..TOUCH SCREEN..4G..TRIPPLE SIM..HAS WHATSAPP,TIKTOK,FACEBOOK,INSTAGRAM..BLACK","KSh 2,500","KSh 30,999",5 out of 5
"Freeyond F9,3GB+128GB,6.52"" 4G Smartphone,13.0MP 5000mAh, Dual SIM Android Phones","KSh 2,799","KSh 18,000",4 out of 5
Apple Iphone 11 Pro Max - 256GB - 4GB RAM - Gold,"KSh 12,839",KSh 500,4 out of 5
"Tecno BEST SMALL BUTTON PHONE T301 , Dual Sim, Button KABAMBE/ KATULULU phone + Free Headphone & Cap Free","KSh 14,899","KSh 70,000",3.5 out of 5
"Samsung Galaxy A05, 6.7''DISPLAY, 4GB RAM + 64GB ROM-(Dual Sim) 50MP Camera, 5000mAh - BLACK","KSh 8,985","KSh 40,000",5 out of 5
"Badili - Samsung A14 5G,Black, 64GB/4GB,Single Sim, Refurbished + Free 128GB SD Card","KSh 12,999","KSh 14,999",1 out of 5
"P47 NEW High Super Bass  Bluetooth Wireless Headphones For Smartphones & Button Katululu Bontel L800, L600 + FREE BT Earphones","KSh 14,490","KSh 16,900",5 out of 5
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired UIF12SD  free gift ( smart watch +airpods + powerbank )","KSh 64,999","KSh 35,000",5 out of 5
"Blackview A52 Pro, 6.5"", 6GB RAM + 128GB (Dual SIM),13MP Camera, 5180mAh, 4G, Grey","KSh 19,999","KSh 19,999",5 out of 5
"XIAOMI Redmi 14C, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh - Black JES","KSh 12,950","KSh 22,000",4.3 out of 5
"Samsung Galaxy A04e - 6.5"" - 3GB ROM + 32GB RAM, 50 MP Camera, Dual SIM, Black","KSh 16,089","KSh 19,999",3.7 out of 5
"Tecno BEST SMALL BUTTON PHONE T301 , Dual Sim, Button KABAMBE/ KATULULU phone + Free Headphone & Cap Free","KSh 19,698","KSh 35,000",4.4 out of 5
"Realme C67 6.72'', 256GB Storage+ Up to 16GB RAM, 108MP Camera (Dual sim) 5000mAh - Black Rock + FREEBIES","KSh 18,199","KSh 27,999",3.7 out of 5
"Bontel 2720 1.77”Flip Phone, 1000mAh,buds & Watch","KSh 17,500","KSh 35,999",5 out of 5
Infinix Note 40 PRO - 6.78'' Display - 256GB ROM - 8GB GB RAM - 108MP - 5000mAh+MAGNIFIER COVER,"KSh 11,399","KSh 30,000",3.3 out of 5
"Tecno Phantom X2, 6.8"", 256GB+ 8GB (Dual SIM), 5160mAh, 5G - Moonlight Silver","KSh 14,199","KSh 29,000",4 out of 5
"Safaricom NEON SMARTA,4G LTE,(2GB RAM +32GB ROM)FREE SMART WATCH","KSh 13,799","KSh 30,999",4 out of 5
Bontel 3720 Mini Fold Mobile Phone 2G GSM Dual SIM Card Speed Dial Video Player Magic Voice 3.5mm Jack FM Small Flip Cellphone,"KSh 7,888","KSh 19,999",5 out of 5
XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM + BDWW2,"KSh 14,199","KSh 20,999",5 out of 5
"Samsung Galaxy A05, 6.7''DISPLAY, 4GB RAM + 64GB ROM-(Dual Sim) 50MP Camera, 5000mAh - BLACK","KSh 25,999","KSh 50,000",5 out of 5
SIMI S102 1.77inch Feature Phone Dual SIM Card 1050mAh,"KSh 13,700","KSh 2,499",3.5 out of 5
"Samsung  Galaxy A04s, 6.5""DISPLAY, 128GB ROM + 4GB RAM (Dual SIM), 50MP, 5000mAh, Green + FREE GIFTS","KSh 18,499","KSh 21,999",1 out of 5
"Samsung Galaxy A05, 6.7'' 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh  comes with free gifts ( smart watch + airpods )","KSh 49,999","KSh 75,000",5 out of 5
"Samsung Galaxy A24, 128GB + 6GB, 50MP, Dual SIM, 5000mAh + Smart Watch & Earpods","KSh 13,650","KSh 27,999",3.7 out of 5
"Realme C30s, 6.5"", 32GB + 2GB RAM, 8MP CAMERA, (Dual SIM) 5000mAh - Blue","KSh 9,998","KSh 45,999",4 out of 5
"Samsung Samsang A15, 6.5'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh - Black","KSh 15,900","KSh 22,000",4.6 out of 5
Apple Iphone 11 Pro Max - 256GB - 4GB RAM - Gold,"KSh 4,999","KSh 33,999",4 out of 5
"Tecno  POP 9, 6.67"", 128GB Storage+ 6GB RAM(3GB+3GB Extended RAM), 13MP, 4.5G (Dual SIM) 5000MAh TTT","KSh 14,699","KSh 12,000",5 out of 5
Multipurpose Tripod  Octopus Tripod Stand + Phone Holder - Black,"KSh 10,899","KSh 1,800",1 out of 5
"Oppo Reno12 5G,6.7"",12GB RAM+512GB ROM(Dual Sim) Matte Brown (2YRs WRTY)","KSh 1,099","KSh 4,500",4 out of 5
"Infinix NOTE 30, 256GB ROM+8GB RAM, DISPLAY 6.66’’FHD- DUAL SIM+GREAT GIFTS,M,C,E/CLY/","KSh 2,600","KSh 23,999",5 out of 5
"Tecno Pop 7, 6.6""HD+, 2GB RAM + 64GB, 8MP, 4G (Dual SIM) 5000MAh - Orange","KSh 2,499","KSh 37,000",5 out of 5
Infinix HOT 50i Display: 6.7 HD 6GB RAM (Expandable up to 12GB) 128GB Storage - B,"KSh 14,499","KSh 17,000",5 out of 5
"XIAOMI REDMI NOTE 13 ,AMOLED DISPLAY SIZE 6.67""DUAL SIM,108MP,5000MAH,(6GB RAM+128GB ROM)BUDS & MAGNIFIER","KSh 42,741","KSh 20,000",5 out of 5
"Nokia C12 Pro, 6.3'', 64GB ROM + 4GB (2+2GB) RAM, 8MP,(Dual SIM), 4000mAh - Charcoal + Free Gifts","KSh 12,999","KSh 4,500",4 out of 5
"Samsung  Galaxy A05s, 6.7""DISPLAY,4G, 128GB ROM + 4GB RAM-(Dual SIM), 5000mAh, VIOLET","KSh 2,389","KSh 34,999",3.6 out of 5
"Vivo Y03 6.56"" 64GB ROM+ 4GB RAM (Upto 8GB RAM) 5000mAh (Dual sim) 13MP Cam - Black + Smart watch+Earpods","KSh 14,390","KSh 35,000",4.4 out of 5
"Tecno SPARK 20 PRO,6.78"" IPS LCD,8GB RAM UPTO  16GB RAM,256GB ROM,BUDS,DISK,WATCH,OTG & RING","KSh 20,950","KSh 35,999",3 out of 5
"Samsung Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh   COMES WITH FREE GIFTS ( C TO C HEADER AND SILICONE COVER ) FOR YOU","KSh 15,495","KSh 22,500",5 out of 5
"Samsung GALAXY A16, 5G 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU","KSh 28,300","KSh 70,000",4 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM,, MAG CV","KSh 11,299","KSh 20,000",4.5 out of 5
"Realme C61 6.74'',  128GB ROM + 6GB RAM (Dual SIM), 5000mAh Battery - Sparkle Goldw26","KSh 120,000","KSh 20,999",4.4 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Blue Black (1YR WRTY)","KSh 34,900","KSh 20,000",5 out of 5
"Samsung Galaxy A05, 6.7''  4GB RAM + 128GB ROM (Dual Sim) 50MP Camera, 5000mAh - Silver","KSh 31,900","KSh 20,999",3.9 out of 5
"Realme Note 50, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh,  COMES WITH FREE GIFTS (AIRPODS +SMART WATCH )","KSh 3,600","KSh 19,999",5 out of 5
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB, 50MP (Dual SIM), 5000mAh, Black + Free Pods","KSh 10,573","KSh 50,000",4.3 out of 5
"Itel 2160 - 1.8"" - FM Radio (Dual SIM) - 1000mAh - Blue","KSh 84,000","KSh 2,000",4 out of 5
"XIAOMI  Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh - Blue + Smart watch & Earpods","KSh 2,000","KSh 20,999",5 out of 5
"Badili - Samsung Galaxy S22 5G, Black, 8GB/256GB, Single Sim, Refurbished","KSh 11,199","KSh 40,000",4 out of 5
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB, 50MP (Dual SIM), 5000mAh, Black + Free Pods","KSh 18,999","KSh 2,499",3 out of 5
"Infinix NOTE 30 Pro, 6.67"" FHD, 256GB + 8GB RAM, 108MP, 5000MAH, 4G LTE - Black",KSh 980,"KSh 19,999",2 out of 5
"Samsung  Galaxy A05s, 6.7""DISPLAY,4G, 128GB ROM + 4GB RAM-(Dual SIM), 5000mAh, VIOLET","KSh 14,799","KSh 21,000",1 out of 5
"Samsung Galaxy A24, 128GB + 6GB, 50MP, Dual SIM, 5000mAh + Smart Watch & Earpods","KSh 17,999","KSh 29,000",4 out of 5
"Nokia C1 2nd Edition,,Android 11, Blue,,1GB +16GB & SIX FREEBIES,SPLY""","KSh 12,999","KSh 45,000",5 out of 5
P47 Gaming Headphones Bluetooth Wireless Headphones + Cap + Watch,"KSh 9,950","KSh 20,999",3.3 out of 5
SQ LS 980 Desktop Wireless Desktop Telephone,"KSh 2,000","KSh 14,999",4.3 out of 5
"XIAOMI  Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh - Black + Free gifts","KSh 24,550","KSh 29,999",1 out of 5
"XIAOMI Redmi Note 13 6.67"" 8GB RAM/256 GB ROM Android +SMART WATCH","KSh 2,600",KSh 945,3.6 out of 5
"Itel A70,6.6 INCHES IPS LCD DISPLAY,256GB ROM/UPTO 12 GB RAM,DUAL SIM,5000MAH,","KSh 37,999","KSh 22,999",2 out of 5
"Tecno POP 8,128GB ROM ,4GB UPTO 8GB RAM, & FREE SMART WATCH,","KSh 79,999","KSh 43,000",4 out of 5
"Bontel T1000, Wireless Desktop Phone, Sms,,Feature-//free Gifts","KSh 7,400","KSh 19,999",4.5 out of 5
"Tecno  SPARK 20 Pro, 6.78""display, 256GB + 8GB RAM (Expandable UPTO 16GB), Dual SIM, 5000mAh- Sunset Blush + Watch & F9 Earbuds","KSh 1,950","KSh 17,000",5 out of 5
"XIAOMI REDMI NOTE 13 ,AMOLED DISPLAY SIZE 6.67""DUAL SIM,108MP,5000MAH,(6GB RAM+128GB ROM)BUDS & MAGNIFIER","KSh 14,450","KSh 15,000",3.9 out of 5
"Samsung GALAXY A16, 5G 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU","KSh 11,199","KSh 23,999",3 out of 5
"Whirl 32"" Frameless Smart Android TV","KSh 1,499","KSh 25,000",3.5 out of 5
"Oppo Reno12 5G,6.7"",12GB RAM+512GB ROM(Dual Sim) Matte Brown (2YRs WRTY)","KSh 16,698","KSh 15,000",5 out of 5
"Tecno  POP 9 6.6"" 128 GB Storage + 3RAM - Android 14 13MP Camera Dual sim 5000mAh-SP CV SPK","KSh 11,999","KSh 89,000",5 out of 5
"Samsung Galaxy A05, 6.7'',  4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Green + Smart Watch & Buds","KSh 27,250","KSh 20,000",4 out of 5
"XIAOMI REDMI A3,6.71 INCHES DISPLAY,128GB ROM & 4GB RAM,POWERBANK,WATCH & BUDS","KSh 9,250","KSh 2,800",5 out of 5
"Realme Note 50, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh,  COMES WITH FREE GIFTS (AIRPODS +SMART WATCH )","KSh 20,399","KSh 5,000",3.5 out of 5
"Nokia C12 Pro, 6.3'', 64GB ROM + 4GB (2+2GB) RAM, 8MP,(Dual SIM), 4000mAh - Charcoal + Free Gifts","KSh 84,000","KSh 38,000",4 out of 5
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB, 50MP (Dual SIM), 5000mAh, Black + Free Pods","KSh 12,839","KSh 10,999",2.7 out of 5
"Bontel Explorer 300 Walkie Talkie Mobile Phone - Dual SIM, Spotlight Torch",KSh 399,"KSh 19,999",3.5 out of 5
"Tecno Spark 20C  6.6"" 256GB + Up to 12GB RAM, 4G (Dual SIM) 5000mAh - Green + Free Gifts","KSh 63,499","KSh 19,560",4 out of 5
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh DN","KSh 20,999","KSh 16,000",1 out of 5
"Itel 2160 - 1.8"" - FM Radio (Dual SIM) - 1000mAh - Blue","KSh 10,100","KSh 35,999",4.3 out of 5
"Blackview Color 8 6.75"", 8GB RAM + 128GB, 6000mAh, Dual Sim - Grey","KSh 14,299","KSh 45,999",4 out of 5
"Realme C51 6.74'' inch Display,4GB RAM + 128GB (Dual Sim ) 5000mAh-Mint Green","KSh 19,750","KSh 30,000",5 out of 5
"Infinix Hot 40i, 6.78"" , 256GB ROM + 8GB (Up to 16gb)RAM (Dual SIM), 50MP, 5000mAh +CLASSY GIFTS","KSh 10,999","KSh 29,999",5 out of 5
"Samsung Galaxy A24 4G, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh,+AWESOME GIFTS","KSh 15,595","KSh 18,000",4 out of 5
"Tecno Spark 20C  6.6"" 256GB + Up to 12GB RAM, 4G (Dual SIM) 5000mAh - Green","KSh 13,550","KSh 14,999",5 out of 5
"Tecno Pop 7, 6.6"" HD+, 2GB + 64GB, 8MP, 4G (Dual SIM) 5000MAh - Endless Black","KSh 20,950","KSh 34,000",4.8 out of 5
"XIAOMI Redmi A3, 6.71"" Display 4GB RAM + 128GB Storage 5000mAh (Dual SIM)+FREE  COVER & PROTECTOR","KSh 22,399","KSh 19,999",5 out of 5
"Samsung Galaxy A15, 6.5'', 6GB RAM + 128GB ROM (Dual Sim) 50MP,  5000mAh - Blue + FREEBIES","KSh 20,699","KSh 9,999",5 out of 5
"Samsung Fast Charging 25W TYPE C To C Adapter For A14, A34, A54, A04.. BK-Lii","KSh 26,999","KSh 2,500",5 out of 5
Vivo Y18  - 6.56'' - 6GB RAM + 128GB -(Dual Sim) - 5000mAh - Wave Aqua  2YRs,"KSh 16,999","KSh 40,000",4.3 out of 5
"Infinix NOTE 30, 256GB ROM+8GB RAM, DISPLAY 6.66’’FHD- DUAL SIM+FREE HD MAGNIFIER/CNY//","KSh 19,999","KSh 40,999",5 out of 5
"Tecno POP 8 6.6"" - 3GB RAM + 64 ROM - Dual Speaker -  (Dual sim) 5000mAh - Gravity Black + Smart watch","KSh 13,299","KSh 10,000",3.9 out of 5
"XIAOMI REDMI 14C,IPS LCD 6.88""(UPTO 8GB RAM +128GB ROM)5160MAH,DUAL SIM,120HZ,BLUE,SPLY""","KSh 12,199","KSh 25,000",1 out of 5
"Itel A70,6.66 display upto 8GB RAM + 128GB ROM 8MP 5000mAh,+BUDS","KSh 26,599","KSh 18,000",4 out of 5
"Samsung  Galaxy A05s, 6.7"", 128GB ROM + 4GB RAM (Dual SIM), 5000mAh, Black+FREE GIFTS","KSh 1,479","KSh 23,000",4.4 out of 5
"Tecno SPARK 20,6.6-INCHES DISPLAY SIZE,8GB RAM UPTO 16GB RAM & 256GB ROM,5000MAH,90GHZ,DUAL,","KSh 17,199","KSh 3,999",4 out of 5
"VILLAON V30 RS, 675"", 128GB + 4GB RAM (Dual SIM), 5000mAh ZZZ","KSh 55,999","KSh 10,999",4.7 out of 5
"Huawei P30 Pro - 6.47"" - 8GB RAM + 256GB - 40MP+32MP - 4200mAh - Black","KSh 26,299","KSh 10,999",5 out of 5
"Tecno POP 8 6.6"" - 64GB ROM + Up to 4 GB RAM - Android 13, Dual sim, 5000mAh- Dual Speaker -NM","KSh 25,690","KSh 30,000",5 out of 5
"SQ Mobile SQ8700s,,6800battery Mah//dual Sim","KSh 15,595","KSh 40,000",4.3 out of 5
"Itel FLIP 1,FOLDABLE PHONE,DUAL SIM,2.4"",1200MAH,,","KSh 27,250","KSh 60,000",4 out of 5
"Oppo A3 6.67'' Display, 6GB RAM + 128GB ROM, 5100mAh, (Dual Sim) - Starry Purple + Free Gifts y13","KSh 6,999","KSh 1,500",4.4 out of 5
VILLAON v20SE5.0 SCREEN DISPLAY3000MAH BATTERY4GB +32GB STORAGE Comes with free gifts ( airpods + smart watch ),"KSh 1,000","KSh 19,999",4 out of 5
"Tecno Spark 30c, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh +POWERBANK+WATCH","KSh 4,100","KSh 34,999",5 out of 5
"AGM NOTE N1, 6.52'' Display, 16(8+8)GB RAM + 128GB ROM (Dual Sim) 50MP, 4900mAh","KSh 17,699","KSh 9,000",4 out of 5
"Samsung Galaxy AO5, 6.7'' 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh","KSh 23,450","KSh 22,999",5 out of 5
"Tecno CAMON 20 Pro, 6.67"" 256GB ROM+8GB RAM (Dual SIM) 4G, 5000mAh, Black,+GIFTS,/CY/","KSh 13,500","KSh 29,000",4 out of 5
"Infinix NOTE 30 Pro, 6.67"" FHD, 256GB ROM + 8GB RAM, 108MP, 68W, 5000MAH, 4G LTE - Gold","KSh 12,499","KSh 80,000",4 out of 5
Vivo Y28 6.68 INCHES 8GB RAM+ 256GB ROM BATTERY 6000MAH DUAL SIM +SPEAKER WW2,"KSh 3,530","KSh 29,999",5 out of 5
"Tecno Camon 30s, 6.78"" Display, 128GB Storage+ Up To 12GB (6GB + 6GB) RAM 4G,50MP,Main Camera, 5000mAh-+FREE BUDS+WATCH.","KSh 20,990","KSh 19,999",5 out of 5
"Tecno  POP 9, 6.67"", 128GB Storage+ 6GB RAM(3GB+3GB Extended RAM), 13MP, 4.5G (Dual SIM) 5000MAh HHH","KSh 19,750","KSh 80,000",3 out of 5
"Realme C30s, 6.5"" Display, 64GB + 3GB RAM, 8MP (Dual SIM) 5000mAh - Blue","KSh 20,699","KSh 20,000",4.3 out of 5
"Google Pixel 3A 5.6"" 4GB RAM 64GB ROM -5G -Physical sim plus e-sim - Just Black","KSh 12,300","KSh 39,999",5 out of 5
"XIAOMI  Redmi A3 pro ,6.88'' Display 128GB Storage- 4GB RAM - Dual, 50mp Camera, 5000mah battery--","KSh 63,499","KSh 19,000",5 out of 5
"VILLAON V30, 63"", 128GB + 2GB upto 4GB RAM (Dual SIM), 4000mAh - Mystery White","KSh 12,899","KSh 20,999",4 out of 5
"Bontel 911//size Display1.77"" //Flip Phone// Red","KSh 12,450","KSh 30,000",5 out of 5
Tecno camon 30s pro 16 gb ram ( 8+8 ) 256 gb BATTERY 5000mh BDS SW,"KSh 12,200","KSh 18,000",5 out of 5
"Infinix Note 40 Pro (256GB ROM + 8+8GB RAM),4G, 108MP, 5000mAh - Vintage Green","KSh 12,199","KSh 145,000",1 out of 5
"Oale S23PLUS,32GB Rom  And 3GB Ram, Battery 4050Mah, Fingerprint Unlock,8mp Back Camera And 5mp Front Camera,Trio Slot Design","KSh 10,999","KSh 11,000",5 out of 5
"Nokia C32 4/64GB Memory, 50MP Camera, 5000mAH Battery+CLASSIC GIFTS","KSh 26,599","KSh 29,299",4 out of 5
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired UIF12SD","KSh 1,700","KSh 12,000",5 out of 5
"Samsung GALAXY A15,6.5"" 4GB RAM/128GB ROM,DUAL SIM,4G,","KSh 15,999","KSh 15,999",4.3 out of 5
"Nokia 150 2.4""' display, Dual Sim, FM Radio and MP3 Camera, 1020mAh-Black + Led Watch","KSh 28,000","KSh 3,000",3.5 out of 5
"Blackview A52 Pro, 6.52"", 128GB + 4GB RAM (Dual SIM), 5180mAh, Polar Night","KSh 1,479","KSh 19,999",5 out of 5
"Nokia C1 2nd Edition ,5.45"" - 16GB + 1GB (Dual Sim) 2500 MAh, 5MP, Blue","KSh 14,599","KSh 17,999",5 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM,, SPP2","KSh 13,000","KSh 6,999",4.5 out of 5
"Samsung Galaxy A24 4G, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Light Green/CLY//","KSh 17,399","KSh 39,999",4.5 out of 5
"Apple iPhone 11 - 6.1"" - 128GB + 4 GB RAM - 12MP - WHITE","KSh 23,999","KSh 35,799",4.5 out of 5
Henin 1.77screen 5c(1800mah) 3 SIM card 1800 mah,"KSh 15,699","KSh 19,999",5 out of 5
"Tecno POP 8 6.6"" 4GB RAM + 128GB ROM - Android 13 - Dual sim - 5000mAh - Dual Speaker - White  + Free Gifts","KSh 19,500","KSh 24,500",5 out of 5
"Tecno  SPARK 20 Pro, 6.78""display, 256GB + 8GB RAM (Expandable UPTO 16GB), Dual SIM, 5000mAh- Sunset Blush + Free gifts","KSh 11,080","KSh 49,999",3.7 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim SDF","KSh 22,598","KSh 26,999",3 out of 5
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired UIF12SD  free gifts ( smart watch +airpods + powerbank )",KSh 660,"KSh 20,000",5 out of 5
"Realme C61 6.74'',  128GB ROM + 6GB RAM (Dual SIM), 5000mAh Battery - Sparkle Goldgh","KSh 16,999","KSh 14,999",4.8 out of 5
Apple  iPhone 11 128GB-Single SIM -White,"KSh 21,599","KSh 12,800",1 out of 5
"Tecno Transformers Spark 30, 6.8'' UP to 16GB RAM(8+8 RAM)+256GB ROM,64MP Camera, 5000 mAh Battery+FREE GIFTS.","KSh 12,999","KSh 25,000",3 out of 5
